text,topic,topic_int
"With reports of an increase in teenage depression, experts say parents should watch for major changes in their own children.",Science,2
"Roger Bannister, First Athlete to Break the 4-Minute Mile, Is Dead at 88",Sports,0
Scaling Past Death,Sports,0
The Season 1 finale concluded a number of problematic story lines and brought back a very satisfying (and familiar) visual.,Culture,3
No. 13 Buffalo and No. 11 Loyola-Chicago scored big victories over higher-ranked opponents. Here’s what happened on Day 1 of the tournament.,Sports,0
The plot is slowly setting the stage for the reunion of the old gang.,Culture,3
"The first-time nominees Sufjan Stevens and Mary J. Blige join repeat nominees in a category that has always been a mash-up of hits, snoozers and misfires.",Culture,3
"In this visually ravishing production, Bobby Cannavale steps into a part that has been waiting for him for decades.",Culture,3
Industry Giants Register Dissent On Trade Action,Business,1
The return of the Log Lady and a mysterious glass box are among the Lynchian touches in the first episodes of the new “Twin Peaks.”,Culture,3
"Journalists at KOMO broadcast station in Seattle, which was acquired by Sinclair Broadcast Group in 2013, have chafed at programming directives.",Business,1
Aging: Healthy Gums for Longevity,Science,2
"Goalie Henrik Lundqvist, a special talent, is 35, and the team’s key scorers are now on the downside of most expected performance charts.",Sports,0
Doctors: Inspections May Save Lives,Science,2
Hot Springs Lower Stress in Monkeys,Science,2
"‘Fargo’ Season 3, Episode 6: Ray the Loser",Culture,3
This astutely acted revival of Kenneth Lonergan’s play presents conversation as an ongoing act of deception and betrayal.,Culture,3
No More Hasty Scrawls: The End of Credit Card Signatures,Business,1
Linden was the first American woman to win the race in 33 years.,Sports,0
"At heart, ‘Billions’ is a show about the benefits and limits of alpha-male aggression.",Culture,3
"A new category of prescription medical treatments, what executives call digital therapeutics, comes in the form of mobile apps. ",Business,1
Trevor Noah Is Skeptical About Trump’s Health Report,Culture,3
The Chilean government said it would start an inquiry into whether the remains of a tiny baby girl were illegally exhumed and smuggled out of the country.,Science,2
Power Players Behind  A Gooden Ceremony,Sports,0
Only Wenger Knows if His Road Is Near Its End,Sports,0
"Among male skaters, body issues are more of an open secret, less likely to be addressed publicly by the competitors but evident to anyone in their world.",Sports,0
Tensions in the Air,Science,2
"When eyesight fails, some people become socially disengaged, leading to isolation and loneliness.",Science,2
Charities Face #MeToo Fallout,Culture,3
Hiring Rise Sends U.S. Jobless Rate To a 10-Year Low,Business,1
"Men who exercise strenuously may have a lower libido than those whose workouts are lighter, a new study found.",Science,2
"Right Now, Power Rules",Sports,0
The president’s $200 billion plan recasts the federal government as a minority stakeholder in the nation’s new infrastructure projects.,Business,1
Teaching Children to Play With Fire,Science,2
The Theater for a New Audience’s revival of Thornton Wilder’s apocalyptic comedy feels surprisingly appropriate for a world threatened by climate issues and packed with refugees.,Culture,3
"The lawyer, Crystal Riggins, one of six the university has had on retainer for such cases, spoke out against the process for handling them.",Sports,0
"Three weeks after President Emmanuel Macron’s overhaul of French labor rules went into effect, a wave of downsizing appears to be on the horizon.",Business,1
"Approved in 2015, stipends are meant to help pay for the full cost of attending college, and athletes make the most of them, often sending the money home.",Sports,0
Louis Vuitton Names Kanye West Collaborator as Its New Men’s Wear Director,Business,1
"A fish that scurries along the seafloor uses the same neurons and genes that help land vertebrates walk, suggesting the blueprint for walking originated much earlier than previously thought.",Science,2
"In numerous subplots set against a vicious civil war, Martín Zimmerman’s play explores the contagion of culpability.",Culture,3
Pivotal Decision for Women in Hockey,Sports,0
Amazon has surprised officials in cities vying for the company’s new headquarters by asking how to avoid soaring housing costs and paralyzing traffic.,Business,1
Mother Tongue,Science,2
"As the show’s next-to-last season starts, where are all the main characters?",Culture,3
Representative Devin Nunes is the chairman of the House Intelligence Committee. Kimmel sees him as “not a Trump lap dog. He’s more of a retriever.”,Culture,3
Running May Be Contagious,Science,2
‘The Handmaid’s Tale’ Episode 5 Recap: A Seduction,Culture,3
Bucks’ Youth Portends Bright Future,Sports,0
Childhood Fears No Parent Can Allay,Culture,3
"Self-Promotion, From Head to Toe",Culture,3
Alternative Medicine: Chondroitin Eases Knee Pain,Science,2
Florida students began rehearsing “Spring Awakening” before the Feb. 14 shooting at their high school. They wanted to keep going. The show’s original cast came to support them.,Culture,3
The producer agreed to a $300 million Netflix deal months after Shonda Rhimes signed for $100 million and Apple and Amazon contributed to a manic market.,Business,1
"‘Trust’ Season 1, Episode 2 Recap: Don’t Mess With Texas",Culture,3
"The show also wrestled with a host of social and political topics, including immigration, race and the #MeToo movement.",Culture,3
"All the new pieces have fit nicely, and now Golden State is on the verge of sweeping the Spurs and roaring into the N.B.A. finals.",Sports,0
"More expectant mothers are using marijuana, believing it safe. But research suggests it may hurt brain development and reduce birth weight.",Science,2
"After being snubbed by the team’s new manager, Schweinsteiger, a German midfielder, stayed positive. His persistence paid off, and he landed with M.L.S.’s Chicago Fire.",Sports,0
People eating a gluten-free diet had higher blood levels of arsenic and mercury.,Science,2
"After weeks of subjugation by the Saviors, Rick resumed his hero’s mantle and embarked on a campaign of coalition building and enigmatic smiling.",Culture,3
"At age 105, Robert Marchand, a French amateur cyclist, is fitter than most 50-year-olds, and appears to be getting fitter with age.",Science,2
"This enchanting, unclassifiable show swings freely between political commentary and surrealistic comedy.",Culture,3
More and more older people have realized that not working just isn’t for them —and it’s not all economics.,Science,2
"Having survived a slump, shale drilling is surging as prices recover, limiting market upheaval and providing Washington with strategic leeway.",Business,1
"Saying Hello to Amazon, and Higher Rents",Business,1
Jimmy Fallon Roasts Trump for Bragging That He Fired Tillerson ‘by Myself’,Culture,3
Suits Say Lender Duped Students to Fuel Growth,Business,1
"Anthony retains a no-trade clause that gives him final say over where he is dealt, but Jackson, the team president, made his preference clear.",Sports,0
"Revisiting the Open Era’s Forgotten Home, Still Cold and Wet",Sports,0
"The U.S. Needs Cash, and You’re Likely to Pay",Business,1
"Molder of Navajo Youth, Where a Game Is Sacred",Sports,0
"Struggling to sell tickets and suites, team officials are taking a much closer look at how to attract a younger fandom’s attention.",Sports,0
The use of smartphones and tablets has exploded over the same period that drug use has declined among American teens. Researchers say the correlation is worth exploring.,Science,2
Opening the Door to Truth and Lies,Culture,3
"Mr. Demme, an auteur whose films included documentaries and narrative features, won an Academy Award for “The Silence of the Lambs.”",Culture,3
"‘Better Call Saul’ Season 3, Episode 4 Recap: Chicken vs. Ice Cream",Culture,3
"Harvey Adds a Key Element, Prudence, to His Repertory",Sports,0
Goldman Sachs Picks an Heir Who Mixes Banking and Beats,Business,1
"Tilting Right,  TV News Titan  Roils Its Staff",Business,1
"Despite a rocky performance against the Cardinals during a spring training game, Harvey, who is coming back from two injuries, values the process over expectations.",Sports,0
"‘The Walking Dead’ Season 7, Episode 15: Guns, Pills and Betrayals",Culture,3
The actions constituted a broad effort to loosen rules enacted after the financial crisis that restrict the way Wall Street can operate.,Business,1
"He Led the Yankees to 4 Titles. Now, Can He Revive Them?",Sports,0
More Than Abracadabra,Culture,3
Maryland-Baltimore County Scores a Historic Upset,Sports,0
A coordinated push by some of the right’s biggest contributors has paved the way for a Supreme Court decision that could cripple public-sector unions.,Business,1
